"Step","zerofl-a1.0-s0.95-cifar_lda1000.0-FedAvgNZ-e1-lr0.5 - test_accuracy","zerofl-a1.0-s0.95-cifar_lda1000.0-FedAvgNZ-e1-lr0.5 - test_accuracy__MIN","zerofl-a1.0-s0.95-cifar_lda1000.0-FedAvgNZ-e1-lr0.5 - test_accuracy__MAX","zerofl-a1.0-s0.95-cifar_lda1.0-FedAvgNZ-e1-lr0.5 - test_accuracy","zerofl-a1.0-s0.95-cifar_lda1.0-FedAvgNZ-e1-lr0.5 - test_accuracy__MIN","zerofl-a1.0-s0.95-cifar_lda1.0-FedAvgNZ-e1-lr0.5 - test_accuracy__MAX","zerofl-a1.0-s0.95-cifar10_lda0.1-FedAvgNZ-e1-lr0.5 - test_accuracy","zerofl-a1.0-s0.95-cifar10_lda0.1-FedAvgNZ-e1-lr0.5 - test_accuracy__MIN","zerofl-a1.0-s0.95-cifar10_lda0.1-FedAvgNZ-e1-lr0.5 - test_accuracy__MAX","resnet18-cifar_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy","resnet18-cifar_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy__MIN","resnet18-cifar_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy__MAX","resnet18-cifar_lda1.0-FedAvg-e1-lr0.5 - test_accuracy","resnet18-cifar_lda1.0-FedAvg-e1-lr0.5 - test_accuracy__MIN","resnet18-cifar_lda1.0-FedAvg-e1-lr0.5 - test_accuracy__MAX","resnet18-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy","resnet18-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy__MIN","resnet18-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy__MAX","power_swat-a1.25-s0.95-cifar10_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy","power_swat-a1.25-s0.95-cifar10_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy__MIN","power_swat-a1.25-s0.95-cifar10_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy__MAX","power_swat-a1.25-s0.95-cifar10_lda1.0-FedAvg-e1-lr0.5 - test_accuracy","power_swat-a1.25-s0.95-cifar10_lda1.0-FedAvg-e1-lr0.5 - test_accuracy__MIN","power_swat-a1.25-s0.95-cifar10_lda1.0-FedAvg-e1-lr0.5 - test_accuracy__MAX","power_swat-a1.25-s0.95-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy","power_swat-a1.25-s0.95-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy__MIN","power_swat-a1.25-s0.95-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy__MAX","powerprop-a1.0-s0.95-cifar_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy","powerprop-a1.0-s0.95-cifar_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy__MIN","powerprop-a1.0-s0.95-cifar_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy__MAX","powerprop-a1.0-s0.95-cifar_lda1.0-FedAvg-e1-lr0.5 - test_accuracy","powerprop-a1.0-s0.95-cifar_lda1.0-FedAvg-e1-lr0.5 - test_accuracy__MIN","powerprop-a1.0-s0.95-cifar_lda1.0-FedAvg-e1-lr0.5 - test_accuracy__MAX","powerprop-a1.0-s0.95-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy","powerprop-a1.0-s0.95-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy__MIN","powerprop-a1.0-s0.95-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy__MAX"
"36","0.11","0.11","0.11","0.109","0.109","0.109","0.085","0.085","0.085","0.509","0.509","0.509","0.46","0.46","0.46","0.318","0.318","0.318","0.607","0.607","0.607","0.524","0.524","0.524","0.426","0.426","0.426","0.275","0.275","0.275","0.243","0.243","0.243","0.313","0.313","0.313"
"37","0.115","0.115","0.115","0.119","0.119","0.119","0.223","0.223","0.223","0.476","0.476","0.476","0.428","0.428","0.428","0.302","0.302","0.302","0.603","0.603","0.603","0.446","0.446","0.446","0.445","0.445","0.445","0.289","0.289","0.289","0.297","0.297","0.297","0.073","0.073","0.073"
"38","0.091","0.091","0.091","0.141","0.141","0.141","0.119","0.119","0.119","0.477","0.477","0.477","0.432","0.432","0.432","0.314","0.314","0.314","0.579","0.579","0.579","0.492","0.492","0.492","0.417","0.417","0.417","0.293","0.293","0.293","0.262","0.262","0.262","0.203","0.203","0.203"
"39","0.135","0.135","0.135","0.129","0.129","0.129","0.139","0.139","0.139","0.514","0.514","0.514","0.449","0.449","0.449","0.323","0.323","0.323","0.627","0.627","0.627","0.558","0.558","0.558","0.223","0.223","0.223","0.333","0.333","0.333","0.314","0.314","0.314","0.028","0.028","0.028"
"40","0.098","0.098","0.098","0.074","0.074","0.074","0.104","0.104","0.104","0.482","0.482","0.482","0.437","0.437","0.437","0.293","0.293","0.293","0.618","0.618","0.618","0.514","0.514","0.514","0.16","0.16","0.16","0.29","0.29","0.29","0.234","0.234","0.234","0.055","0.055","0.055"
"41","0.115","0.115","0.115","0.127","0.127","0.127","0.177","0.177","0.177","0.491","0.491","0.491","0.47","0.47","0.47","0.345","0.345","0.345","0.654","0.654","0.654","0.545","0.545","0.545","0.353","0.353","0.353","0.316","0.316","0.316","0.3","0.3","0.3","0.15","0.15","0.15"
"42","0.107","0.107","0.107","0.106","0.106","0.106","0.201","0.201","0.201","0.561","0.561","0.561","0.517","0.517","0.517","0.281","0.281","0.281","0.654","0.654","0.654","0.544","0.544","0.544","0.325","0.325","0.325","0.297","0.297","0.297","0.219","0.219","0.219","0.061","0.061","0.061"
"43","0.115","0.115","0.115","0.162","0.162","0.162","0.237","0.237","0.237","0.498","0.498","0.498","0.508","0.508","0.508","0.324","0.324","0.324","0.657","0.657","0.657","0.572","0.572","0.572","0.348","0.348","0.348","0.307","0.307","0.307","0.373","0.373","0.373","0.212","0.212","0.212"
"44","0.145","0.145","0.145","0.048","0.048","0.048","0.142","0.142","0.142","0.534","0.534","0.534","0.511","0.511","0.511","0.154","0.154","0.154","0.617","0.617","0.617","0.594","0.594","0.594","0.372","0.372","0.372","0.258","0.258","0.258","0.311","0.311","0.311","0.013","0.013","0.013"
"45","0.125","0.125","0.125","0.065","0.065","0.065","0.248","0.248","0.248","0.508","0.508","0.508","0.419","0.419","0.419","0.333","0.333","0.333","0.608","0.608","0.608","0.533","0.533","0.533","0.428","0.428","0.428","0.308","0.308","0.308","0.278","0.278","0.278","0.076","0.076","0.076"
"46","0.156","0.156","0.156","0.08","0.08","0.08","0.337","0.337","0.337","0.511","0.511","0.511","0.539","0.539","0.539","0.231","0.231","0.231","0.64","0.64","0.64","0.552","0.552","0.552","0.363","0.363","0.363","0.338","0.338","0.338","0.327","0.327","0.327","0.073","0.073","0.073"
"47","0.126","0.126","0.126","0.117","0.117","0.117","0.229","0.229","0.229","0.516","0.516","0.516","0.451","0.451","0.451","0.478","0.478","0.478","0.662","0.662","0.662","0.514","0.514","0.514","0.471","0.471","0.471","0.34","0.34","0.34","0.279","0.279","0.279","0.087","0.087","0.087"
"48","0.156","0.156","0.156","0.112","0.112","0.112","0.09","0.09","0.09","0.505","0.505","0.505","0.488","0.488","0.488","0.334","0.334","0.334","0.669","0.669","0.669","0.611","0.611","0.611","0.509","0.509","0.509","0.361","0.361","0.361","0.306","0.306","0.306","0.307","0.307","0.307"
"49","0.147","0.147","0.147","0.081","0.081","0.081","0.163","0.163","0.163","0.556","0.556","0.556","0.516","0.516","0.516","0.392","0.392","0.392","0.655","0.655","0.655","0.548","0.548","0.548","0.371","0.371","0.371","0.308","0.308","0.308","0.362","0.362","0.362","0.198","0.198","0.198"
"50","0.165","0.165","0.165","0.067","0.067","0.067","0.177","0.177","0.177","0.535","0.535","0.535","0.462","0.462","0.462","0.366","0.366","0.366","0.65","0.65","0.65","0.58","0.58","0.58","0.382","0.382","0.382","0.328","0.328","0.328","0.336","0.336","0.336","0.205","0.205","0.205"
"51","0.212","0.212","0.212","0.12","0.12","0.12","0.167","0.167","0.167","0.556","0.556","0.556","0.501","0.501","0.501","0.449","0.449","0.449","0.654","0.654","0.654","0.59","0.59","0.59","0.45","0.45","0.45","0.316","0.316","0.316","0.31","0.31","0.31","0.199","0.199","0.199"
"52","0.144","0.144","0.144","0.122","0.122","0.122","0.108","0.108","0.108","0.502","0.502","0.502","0.488","0.488","0.488","0.347","0.347","0.347","0.662","0.662","0.662","0.562","0.562","0.562","0.414","0.414","0.414","0.34","0.34","0.34","0.29","0.29","0.29","0.191","0.191","0.191"
"53","0.193","0.193","0.193","0.119","0.119","0.119","0.191","0.191","0.191","0.535","0.535","0.535","0.518","0.518","0.518","0.442","0.442","0.442","0.668","0.668","0.668","0.605","0.605","0.605","0.5","0.5","0.5","0.347","0.347","0.347","0.368","0.368","0.368","0.15","0.15","0.15"
"54","0.208","0.208","0.208","0.061","0.061","0.061","0.242","0.242","0.242","0.549","0.549","0.549","0.502","0.502","0.502","0.415","0.415","0.415","0.686","0.686","0.686","0.597","0.597","0.597","0.593","0.593","0.593","0.347","0.347","0.347","0.305","0.305","0.305","0.16","0.16","0.16"
"55","0.184","0.184","0.184","0.118","0.118","0.118","0.364","0.364","0.364","0.573","0.573","0.573","0.493","0.493","0.493","0.36","0.36","0.36","0.695","0.695","0.695","0.57","0.57","0.57","0.407","0.407","0.407","0.342","0.342","0.342","0.375","0.375","0.375","0.176","0.176","0.176"
"56","0.194","0.194","0.194","0.103","0.103","0.103","0.13","0.13","0.13","0.56","0.56","0.56","0.493","0.493","0.493","0.401","0.401","0.401","0.681","0.681","0.681","0.631","0.631","0.631","0.315","0.315","0.315","0.365","0.365","0.365","0.343","0.343","0.343","0.15","0.15","0.15"
"57","0.205","0.205","0.205","0.099","0.099","0.099","0.233","0.233","0.233","0.567","0.567","0.567","0.482","0.482","0.482","0.452","0.452","0.452","0.696","0.696","0.696","0.609","0.609","0.609","0.499","0.499","0.499","0.384","0.384","0.384","0.338","0.338","0.338","0.15","0.15","0.15"
"58","0.143","0.143","0.143","0.076","0.076","0.076","0.237","0.237","0.237","0.567","0.567","0.567","0.507","0.507","0.507","0.248","0.248","0.248","0.695","0.695","0.695","0.621","0.621","0.621","0.477","0.477","0.477","0.376","0.376","0.376","0.346","0.346","0.346","0.159","0.159","0.159"
"59","0.137","0.137","0.137","0.195","0.195","0.195","0.306","0.306","0.306","0.584","0.584","0.584","0.508","0.508","0.508","0.352","0.352","0.352","0.698","0.698","0.698","0.591","0.591","0.591","0.327","0.327","0.327","0.36","0.36","0.36","0.329","0.329","0.329","0.114","0.114","0.114"
"60","0.171","0.171","0.171","0.073","0.073","0.073","0.116","0.116","0.116","0.622","0.622","0.622","0.535","0.535","0.535","0.401","0.401","0.401","0.692","0.692","0.692","0.668","0.668","0.668","0.541","0.541","0.541","0.381","0.381","0.381","0.419","0.419","0.419","0.264","0.264","0.264"
"61","0.21","0.21","0.21","0.1","0.1","0.1","0.232","0.232","0.232","0.56","0.56","0.56","0.559","0.559","0.559","0.456","0.456","0.456","0.682","0.682","0.682","0.662","0.662","0.662","0.464","0.464","0.464","0.399","0.399","0.399","0.355","0.355","0.355","0.161","0.161","0.161"
"62","0.192","0.192","0.192","0.147","0.147","0.147","0.176","0.176","0.176","0.581","0.581","0.581","0.517","0.517","0.517","0.397","0.397","0.397","0.695","0.695","0.695","0.619","0.619","0.619","0.314","0.314","0.314","0.355","0.355","0.355","0.373","0.373","0.373","0.127","0.127","0.127"
"63","0.166","0.166","0.166","0.059","0.059","0.059","0.227","0.227","0.227","0.576","0.576","0.576","0.55","0.55","0.55","0.374","0.374","0.374","0.716","0.716","0.716","0.59","0.59","0.59","0.421","0.421","0.421","0.392","0.392","0.392","0.342","0.342","0.342","0.109","0.109","0.109"
"64","0.159","0.159","0.159","0.075","0.075","0.075","0.195","0.195","0.195","0.584","0.584","0.584","0.547","0.547","0.547","0.347","0.347","0.347","0.697","0.697","0.697","0.661","0.661","0.661","0.627","0.627","0.627","0.393","0.393","0.393","0.393","0.393","0.393","0.329","0.329","0.329"
"65","0.175","0.175","0.175","0.12","0.12","0.12","0.255","0.255","0.255","0.606","0.606","0.606","0.563","0.563","0.563","0.42","0.42","0.42","0.729","0.729","0.729","0.621","0.621","0.621","0.537","0.537","0.537","0.393","0.393","0.393","0.34","0.34","0.34","0.274","0.274","0.274"
"66","0.182","0.182","0.182","0.078","0.078","0.078","0.216","0.216","0.216","0.626","0.626","0.626","0.576","0.576","0.576","0.499","0.499","0.499","0.732","0.732","0.732","0.651","0.651","0.651","0.592","0.592","0.592","0.4","0.4","0.4","0.424","0.424","0.424","0.306","0.306","0.306"
"67","0.186","0.186","0.186","0.112","0.112","0.112","0.28","0.28","0.28","0.623","0.623","0.623","0.57","0.57","0.57","0.294","0.294","0.294","0.724","0.724","0.724","0.613","0.613","0.613","0.413","0.413","0.413","0.409","0.409","0.409","0.371","0.371","0.371","0.19","0.19","0.19"
"68","0.177","0.177","0.177","0.105","0.105","0.105","0.299","0.299","0.299","0.622","0.622","0.622","0.55","0.55","0.55","0.211","0.211","0.211","0.722","0.722","0.722","0.658","0.658","0.658","0.567","0.567","0.567","0.38","0.38","0.38","0.366","0.366","0.366","0.099","0.099","0.099"
"69","0.176","0.176","0.176","0.084","0.084","0.084","0.185","0.185","0.185","0.635","0.635","0.635","0.578","0.578","0.578","0.391","0.391","0.391","0.721","0.721","0.721","0.658","0.658","0.658","0.513","0.513","0.513","0.38","0.38","0.38","0.401","0.401","0.401","0.076","0.076","0.076"
"70","0.205","0.205","0.205","0.123","0.123","0.123","0.216","0.216","0.216","0.583","0.583","0.583","0.548","0.548","0.548","0.404","0.404","0.404","0.738","0.738","0.738","0.645","0.645","0.645","0.421","0.421","0.421","0.359","0.359","0.359","0.409","0.409","0.409","0.166","0.166","0.166"
"71","0.176","0.176","0.176","0.12","0.12","0.12","0.332","0.332","0.332","0.638","0.638","0.638","0.544","0.544","0.544","0.39","0.39","0.39","0.709","0.709","0.709","0.637","0.637","0.637","0.445","0.445","0.445","0.404","0.404","0.404","0.363","0.363","0.363","0.142","0.142","0.142"
"72","0.18","0.18","0.18","0.034","0.034","0.034","0.228","0.228","0.228","0.636","0.636","0.636","0.564","0.564","0.564","0.379","0.379","0.379","0.725","0.725","0.725","0.68","0.68","0.68","0.351","0.351","0.351","0.383","0.383","0.383","0.344","0.344","0.344","0.191","0.191","0.191"
"73","0.19","0.19","0.19","0.115","0.115","0.115","0.282","0.282","0.282","0.643","0.643","0.643","0.591","0.591","0.591","0.347","0.347","0.347","0.74","0.74","0.74","0.664","0.664","0.664","0.585","0.585","0.585","0.397","0.397","0.397","0.4","0.4","0.4","0.202","0.202","0.202"
"74","0.201","0.201","0.201","0.111","0.111","0.111","0.347","0.347","0.347","0.664","0.664","0.664","0.579","0.579","0.579","0.353","0.353","0.353","0.761","0.761","0.761","0.659","0.659","0.659","0.501","0.501","0.501","0.386","0.386","0.386","0.409","0.409","0.409","0.111","0.111","0.111"
"75","0.188","0.188","0.188","0.139","0.139","0.139","0.282","0.282","0.282","0.616","0.616","0.616","0.616","0.616","0.616","0.398","0.398","0.398","0.727","0.727","0.727","0.626","0.626","0.626","0.496","0.496","0.496","0.416","0.416","0.416","0.386","0.386","0.386","0.177","0.177","0.177"
"76","0.162","0.162","0.162","0.164","0.164","0.164","0.222","0.222","0.222","0.664","0.664","0.664","0.58","0.58","0.58","0.278","0.278","0.278","0.744","0.744","0.744","0.613","0.613","0.613","0.411","0.411","0.411","0.408","0.408","0.408","0.371","0.371","0.371","0.108","0.108","0.108"
"77","0.204","0.204","0.204","0.073","0.073","0.073","0.289","0.289","0.289","0.625","0.625","0.625","0.605","0.605","0.605","0.481","0.481","0.481","0.768","0.768","0.768","0.696","0.696","0.696","0.432","0.432","0.432","0.4","0.4","0.4","0.405","0.405","0.405","0.182","0.182","0.182"
"78","0.209","0.209","0.209","0.064","0.064","0.064","0.206","0.206","0.206","0.69","0.69","0.69","0.634","0.634","0.634","0.417","0.417","0.417","0.72","0.72","0.72","0.72","0.72","0.72","0.467","0.467","0.467","0.393","0.393","0.393","0.422","0.422","0.422","0.09","0.09","0.09"
"79","0.194","0.194","0.194","0.11","0.11","0.11","0.298","0.298","0.298","0.641","0.641","0.641","0.637","0.637","0.637","0.286","0.286","0.286","0.734","0.734","0.734","0.726","0.726","0.726","0.501","0.501","0.501","0.447","0.447","0.447","0.44","0.44","0.44","0.236","0.236","0.236"
"80","0.197","0.197","0.197","0.125","0.125","0.125","0.365","0.365","0.365","0.652","0.652","0.652","0.596","0.596","0.596","0.412","0.412","0.412","0.737","0.737","0.737","0.666","0.666","0.666","0.405","0.405","0.405","0.426","0.426","0.426","0.415","0.415","0.415","0.219","0.219","0.219"
"81","0.227","0.227","0.227","0.155","0.155","0.155","0.212","0.212","0.212","0.702","0.702","0.702","0.603","0.603","0.603","0.505","0.505","0.505","0.741","0.741","0.741","0.659","0.659","0.659","0.671","0.671","0.671","0.41","0.41","0.41","0.447","0.447","0.447","0.273","0.273","0.273"
"82","0.197","0.197","0.197","0.147","0.147","0.147","0.484","0.484","0.484","0.696","0.696","0.696","0.587","0.587","0.587","0.628","0.628","0.628","0.778","0.778","0.778","0.727","0.727","0.727","0.531","0.531","0.531","0.408","0.408","0.408","0.407","0.407","0.407","0.1","0.1","0.1"
"83","0.2","0.2","0.2","0.073","0.073","0.073","0.376","0.376","0.376","0.651","0.651","0.651","0.618","0.618","0.618","0.515","0.515","0.515","0.752","0.752","0.752","0.678","0.678","0.678","0.575","0.575","0.575","0.42","0.42","0.42","0.403","0.403","0.403","0.218","0.218","0.218"
"84","0.197","0.197","0.197","0.084","0.084","0.084","0.28","0.28","0.28","0.673","0.673","0.673","0.579","0.579","0.579","0.314","0.314","0.314","0.758","0.758","0.758","0.668","0.668","0.668","0.546","0.546","0.546","0.416","0.416","0.416","0.365","0.365","0.365","0.197","0.197","0.197"
"85","0.21","0.21","0.21","0.164","0.164","0.164","0.435","0.435","0.435","0.721","0.721","0.721","0.636","0.636","0.636","0.279","0.279","0.279","0.764","0.764","0.764","0.694","0.694","0.694","0.676","0.676","0.676","0.433","0.433","0.433","0.458","0.458","0.458","0.37","0.37","0.37"
"86","0.198","0.198","0.198","0.108","0.108","0.108","0.179","0.179","0.179","0.713","0.713","0.713","0.598","0.598","0.598","0.373","0.373","0.373","0.745","0.745","0.745","0.681","0.681","0.681","0.564","0.564","0.564","0.422","0.422","0.422","0.392","0.392","0.392","0.094","0.094","0.094"
"87","0.158","0.158","0.158","0.133","0.133","0.133","0.294","0.294","0.294","0.672","0.672","0.672","0.603","0.603","0.603","0.376","0.376","0.376","0.758","0.758","0.758","0.684","0.684","0.684","0.501","0.501","0.501","0.475","0.475","0.475","0.393","0.393","0.393","0.107","0.107","0.107"
"88","0.213","0.213","0.213","0.118","0.118","0.118","0.222","0.222","0.222","0.676","0.676","0.676","0.643","0.643","0.643","0.379","0.379","0.379","0.73","0.73","0.73","0.704","0.704","0.704","0.38","0.38","0.38","0.416","0.416","0.416","0.442","0.442","0.442","0.154","0.154","0.154"
"89","0.211","0.211","0.211","0.165","0.165","0.165","0.301","0.301","0.301","0.671","0.671","0.671","0.663","0.663","0.663","0.268","0.268","0.268","0.775","0.775","0.775","0.731","0.731","0.731","0.491","0.491","0.491","0.428","0.428","0.428","0.451","0.451","0.451","0.291","0.291","0.291"
"90","0.237","0.237","0.237","0.083","0.083","0.083","0.246","0.246","0.246","0.724","0.724","0.724","0.601","0.601","0.601","0.475","0.475","0.475","0.739","0.739","0.739","0.66","0.66","0.66","0.656","0.656","0.656","0.413","0.413","0.413","0.376","0.376","0.376","0.357","0.357","0.357"
"91","0.242","0.242","0.242","0.14","0.14","0.14","0.224","0.224","0.224","0.704","0.704","0.704","0.606","0.606","0.606","0.305","0.305","0.305","0.732","0.732","0.732","0.695","0.695","0.695","0.462","0.462","0.462","0.434","0.434","0.434","0.379","0.379","0.379","0.25","0.25","0.25"
"92","0.209","0.209","0.209","0.109","0.109","0.109","0.332","0.332","0.332","0.714","0.714","0.714","0.631","0.631","0.631","0.324","0.324","0.324","0.772","0.772","0.772","0.688","0.688","0.688","0.56","0.56","0.56","0.433","0.433","0.433","0.427","0.427","0.427","0.214","0.214","0.214"
"93","0.227","0.227","0.227","0.162","0.162","0.162","0.414","0.414","0.414","0.704","0.704","0.704","0.669","0.669","0.669","0.318","0.318","0.318","0.763","0.763","0.763","0.739","0.739","0.739","0.449","0.449","0.449","0.414","0.414","0.414","0.437","0.437","0.437","0.127","0.127","0.127"
"94","0.254","0.254","0.254","0.123","0.123","0.123","0.368","0.368","0.368","0.72","0.72","0.72","0.666","0.666","0.666","0.303","0.303","0.303","0.742","0.742","0.742","0.713","0.713","0.713","0.678","0.678","0.678","0.435","0.435","0.435","0.406","0.406","0.406","0.226","0.226","0.226"
"95","0.234","0.234","0.234","0.102","0.102","0.102","0.387","0.387","0.387","0.721","0.721","0.721","0.582","0.582","0.582","0.58","0.58","0.58","0.791","0.791","0.791","0.685","0.685","0.685","0.596","0.596","0.596","0.446","0.446","0.446","0.323","0.323","0.323","0.233","0.233","0.233"
"96","0.235","0.235","0.235","0.065","0.065","0.065","0.247","0.247","0.247","0.714","0.714","0.714","0.628","0.628","0.628","0.493","0.493","0.493","0.776","0.776","0.776","0.743","0.743","0.743","0.468","0.468","0.468","0.468","0.468","0.468","0.412","0.412","0.412","0.151","0.151","0.151"
"97","0.27","0.27","0.27","0.149","0.149","0.149","0.373","0.373","0.373","0.713","0.713","0.713","0.653","0.653","0.653","0.443","0.443","0.443","0.761","0.761","0.761","0.707","0.707","0.707","0.454","0.454","0.454","0.438","0.438","0.438","0.421","0.421","0.421","0.159","0.159","0.159"
"98","0.224","0.224","0.224","0.094","0.094","0.094","0.223","0.223","0.223","0.719","0.719","0.719","0.684","0.684","0.684","0.429","0.429","0.429","0.762","0.762","0.762","0.737","0.737","0.737","0.61","0.61","0.61","0.439","0.439","0.439","0.444","0.444","0.444","0.153","0.153","0.153"
"99","0.309","0.309","0.309","0.078","0.078","0.078","0.355","0.355","0.355","0.726","0.726","0.726","0.605","0.605","0.605","0.418","0.418","0.418","0.761","0.761","0.761","0.622","0.622","0.622","0.592","0.592","0.592","0.445","0.445","0.445","0.408","0.408","0.408","0.249","0.249","0.249"
"100","0.259","0.259","0.259","0.135","0.135","0.135","0.438","0.438","0.438","0.718","0.718","0.718","0.672","0.672","0.672","0.422","0.422","0.422","0.806","0.806","0.806","0.725","0.725","0.725","0.516","0.516","0.516","0.49","0.49","0.49","0.397","0.397","0.397","0.165","0.165","0.165"
"101","0.251","0.251","0.251","0.1","0.1","0.1","0.24","0.24","0.24","0.73","0.73","0.73","0.655","0.655","0.655","0.515","0.515","0.515","0.752","0.752","0.752","0.756","0.756","0.756","0.589","0.589","0.589","0.427","0.427","0.427","0.427","0.427","0.427","0.299","0.299","0.299"
"102","0.257","0.257","0.257","0.102","0.102","0.102","0.224","0.224","0.224","0.723","0.723","0.723","0.706","0.706","0.706","0.331","0.331","0.331","0.757","0.757","0.757","0.746","0.746","0.746","0.548","0.548","0.548","0.454","0.454","0.454","0.492","0.492","0.492","0.321","0.321","0.321"
"103","0.254","0.254","0.254","0.138","0.138","0.138","0.37","0.37","0.37","0.741","0.741","0.741","0.694","0.694","0.694","0.492","0.492","0.492","0.778","0.778","0.778","0.773","0.773","0.773","0.469","0.469","0.469","0.454","0.454","0.454","0.459","0.459","0.459","0.168","0.168","0.168"
"104","0.252","0.252","0.252","0.089","0.089","0.089","0.42","0.42","0.42","0.738","0.738","0.738","0.689","0.689","0.689","0.398","0.398","0.398","0.772","0.772","0.772","0.74","0.74","0.74","0.691","0.691","0.691","0.446","0.446","0.446","0.542","0.542","0.542","0.339","0.339","0.339"
"105","0.245","0.245","0.245","0.142","0.142","0.142","0.37","0.37","0.37","0.724","0.724","0.724","0.69","0.69","0.69","0.405","0.405","0.405","0.778","0.778","0.778","0.726","0.726","0.726","0.631","0.631","0.631","0.484","0.484","0.484","0.508","0.508","0.508","0.38","0.38","0.38"
"106","0.233","0.233","0.233","0.118","0.118","0.118","0.288","0.288","0.288","0.774","0.774","0.774","0.714","0.714","0.714","0.47","0.47","0.47","0.77","0.77","0.77","0.723","0.723","0.723","0.581","0.581","0.581","0.456","0.456","0.456","0.476","0.476","0.476","0.275","0.275","0.275"
"107","0.261","0.261","0.261","0.122","0.122","0.122","0.415","0.415","0.415","0.757","0.757","0.757","0.687","0.687","0.687","0.459","0.459","0.459","0.778","0.778","0.778","0.704","0.704","0.704","0.609","0.609","0.609","0.464","0.464","0.464","0.48","0.48","0.48","0.303","0.303","0.303"
"108","0.24","0.24","0.24","0.083","0.083","0.083","0.346","0.346","0.346","0.753","0.753","0.753","0.7","0.7","0.7","0.516","0.516","0.516","0.769","0.769","0.769","0.761","0.761","0.761","0.557","0.557","0.557","0.476","0.476","0.476","0.461","0.461","0.461","0.266","0.266","0.266"
"109","0.27","0.27","0.27","0.079","0.079","0.079","0.356","0.356","0.356","0.751","0.751","0.751","0.675","0.675","0.675","0.569","0.569","0.569","0.786","0.786","0.786","0.713","0.713","0.713","0.527","0.527","0.527","0.472","0.472","0.472","0.415","0.415","0.415","0.177","0.177","0.177"
"110","0.268","0.268","0.268","0.103","0.103","0.103","0.256","0.256","0.256","0.76","0.76","0.76","0.669","0.669","0.669","0.564","0.564","0.564","0.772","0.772","0.772","0.744","0.744","0.744","0.493","0.493","0.493","0.48","0.48","0.48","0.454","0.454","0.454","0.298","0.298","0.298"
"111","0.295","0.295","0.295","0.118","0.118","0.118","0.217","0.217","0.217","0.739","0.739","0.739","0.701","0.701","0.701","0.338","0.338","0.338","0.8","0.8","0.8","0.752","0.752","0.752","0.518","0.518","0.518","0.479","0.479","0.479","0.452","0.452","0.452","0.26","0.26","0.26"
"112","0.329","0.329","0.329","0.11","0.11","0.11","0.279","0.279","0.279","0.733","0.733","0.733","0.696","0.696","0.696","0.358","0.358","0.358","0.778","0.778","0.778","0.762","0.762","0.762","0.572","0.572","0.572","0.468","0.468","0.468","0.487","0.487","0.487","0.179","0.179","0.179"
"113","0.214","0.214","0.214","0.079","0.079","0.079","0.267","0.267","0.267","0.728","0.728","0.728","0.693","0.693","0.693","0.478","0.478","0.478","0.782","0.782","0.782","0.748","0.748","0.748","0.567","0.567","0.567","0.476","0.476","0.476","0.47","0.47","0.47","0.162","0.162","0.162"
"114","0.258","0.258","0.258","0.159","0.159","0.159","0.327","0.327","0.327","0.766","0.766","0.766","0.69","0.69","0.69","0.44","0.44","0.44","0.791","0.791","0.791","0.71","0.71","0.71","0.521","0.521","0.521","0.474","0.474","0.474","0.435","0.435","0.435","0.22","0.22","0.22"
"115","0.29","0.29","0.29","0.112","0.112","0.112","0.333","0.333","0.333","0.747","0.747","0.747","0.698","0.698","0.698","0.413","0.413","0.413","0.769","0.769","0.769","0.778","0.778","0.778","0.636","0.636","0.636","0.476","0.476","0.476","0.457","0.457","0.457","0.088","0.088","0.088"
"116","0.292","0.292","0.292","0.102","0.102","0.102","0.289","0.289","0.289","0.78","0.78","0.78","0.736","0.736","0.736","0.536","0.536","0.536","0.794","0.794","0.794","0.743","0.743","0.743","0.444","0.444","0.444","0.487","0.487","0.487","0.471","0.471","0.471","0.186","0.186","0.186"
"117","0.269","0.269","0.269","0.122","0.122","0.122","0.312","0.312","0.312","0.796","0.796","0.796","0.682","0.682","0.682","0.373","0.373","0.373","0.775","0.775","0.775","0.764","0.764","0.764","0.566","0.566","0.566","0.489","0.489","0.489","0.46","0.46","0.46","0.179","0.179","0.179"
