"Step","zerofl-a1.0-s0.9-cifar_lda1000.0-FedAvgNZ-e1-lr0.5 - test_accuracy","zerofl-a1.0-s0.9-cifar_lda1000.0-FedAvgNZ-e1-lr0.5 - test_accuracy__MIN","zerofl-a1.0-s0.9-cifar_lda1000.0-FedAvgNZ-e1-lr0.5 - test_accuracy__MAX","zerofl-a1.0-s0.9-cifar_lda1.0-FedAvgNZ-e1-lr0.5 - test_accuracy","zerofl-a1.0-s0.9-cifar_lda1.0-FedAvgNZ-e1-lr0.5 - test_accuracy__MIN","zerofl-a1.0-s0.9-cifar_lda1.0-FedAvgNZ-e1-lr0.5 - test_accuracy__MAX","zerofl-a1.0-s0.9-cifar10_lda0.1-FedAvgNZ-e1-lr0.5 - test_accuracy","zerofl-a1.0-s0.9-cifar10_lda0.1-FedAvgNZ-e1-lr0.5 - test_accuracy__MIN","zerofl-a1.0-s0.9-cifar10_lda0.1-FedAvgNZ-e1-lr0.5 - test_accuracy__MAX","resnet18-cifar_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy","resnet18-cifar_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy__MIN","resnet18-cifar_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy__MAX","resnet18-cifar_lda1.0-FedAvg-e1-lr0.5 - test_accuracy","resnet18-cifar_lda1.0-FedAvg-e1-lr0.5 - test_accuracy__MIN","resnet18-cifar_lda1.0-FedAvg-e1-lr0.5 - test_accuracy__MAX","resnet18-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy","resnet18-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy__MIN","resnet18-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy__MAX","power_swat-a1.25-s0.9-cifar10_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy","power_swat-a1.25-s0.9-cifar10_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy__MIN","power_swat-a1.25-s0.9-cifar10_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy__MAX","power_swat-a1.25-s0.9-cifar10_lda1.0-FedAvg-e1-lr0.5 - test_accuracy","power_swat-a1.25-s0.9-cifar10_lda1.0-FedAvg-e1-lr0.5 - test_accuracy__MIN","power_swat-a1.25-s0.9-cifar10_lda1.0-FedAvg-e1-lr0.5 - test_accuracy__MAX","power_swat-a1.25-s0.9-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy","power_swat-a1.25-s0.9-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy__MIN","power_swat-a1.25-s0.9-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy__MAX","powerprop-a1.0-s0.9-cifar_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy","powerprop-a1.0-s0.9-cifar_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy__MIN","powerprop-a1.0-s0.9-cifar_lda1000.0-FedAvg-e1-lr0.5 - test_accuracy__MAX","powerprop-a1.0-s0.9-cifar_lda1.0-FedAvg-e1-lr0.5 - test_accuracy","powerprop-a1.0-s0.9-cifar_lda1.0-FedAvg-e1-lr0.5 - test_accuracy__MIN","powerprop-a1.0-s0.9-cifar_lda1.0-FedAvg-e1-lr0.5 - test_accuracy__MAX","powerprop-a1.0-s0.9-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy","powerprop-a1.0-s0.9-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy__MIN","powerprop-a1.0-s0.9-cifar10_lda0.1-FedAvg-e1-lr0.5 - test_accuracy__MAX"
"532","0.789","0.789","0.789","0.718","0.718","0.718","0.614","0.614","0.614","0.842","0.842","0.842","0.835","0.835","0.835","0.733","0.733","0.733","0.85","0.85","0.85","0.811","0.811","0.811","0.728","0.728","0.728","0.818","0.818","0.818","0.792","0.792","0.792","0.657","0.657","0.657"
"533","0.775","0.775","0.775","0.763","0.763","0.763","0.714","0.714","0.714","0.837","0.837","0.837","0.837","0.837","0.837","0.803","0.803","0.803","0.831","0.831","0.831","0.826","0.826","0.826","0.764","0.764","0.764","0.802","0.802","0.802","0.803","0.803","0.803","0.745","0.745","0.745"
"534","0.784","0.784","0.784","0.769","0.769","0.769","0.685","0.685","0.685","0.856","0.856","0.856","0.823","0.823","0.823","0.774","0.774","0.774","0.848","0.848","0.848","0.818","0.818","0.818","0.738","0.738","0.738","0.821","0.821","0.821","0.799","0.799","0.799","0.731","0.731","0.731"
"535","0.789","0.789","0.789","0.761","0.761","0.761","0.604","0.604","0.604","0.829","0.829","0.829","0.82","0.82","0.82","0.717","0.717","0.717","0.823","0.823","0.823","0.813","0.813","0.813","0.77","0.77","0.77","0.818","0.818","0.818","0.783","0.783","0.783","0.669","0.669","0.669"
"536","0.798","0.798","0.798","0.758","0.758","0.758","0.675","0.675","0.675","0.846","0.846","0.846","0.829","0.829","0.829","0.629","0.629","0.629","0.827","0.827","0.827","0.832","0.832","0.832","0.713","0.713","0.713","0.811","0.811","0.811","0.81","0.81","0.81","0.676","0.676","0.676"
"537","0.775","0.775","0.775","0.754","0.754","0.754","0.714","0.714","0.714","0.847","0.847","0.847","0.848","0.848","0.848","0.772","0.772","0.772","0.835","0.835","0.835","0.827","0.827","0.827","0.729","0.729","0.729","0.82","0.82","0.82","0.818","0.818","0.818","0.732","0.732","0.732"
"538","0.762","0.762","0.762","0.729","0.729","0.729","0.663","0.663","0.663","0.842","0.842","0.842","0.85","0.85","0.85","0.723","0.723","0.723","0.843","0.843","0.843","0.81","0.81","0.81","0.71","0.71","0.71","0.825","0.825","0.825","0.802","0.802","0.802","0.658","0.658","0.658"
"539","0.774","0.774","0.774","0.78","0.78","0.78","0.631","0.631","0.631","0.856","0.856","0.856","0.824","0.824","0.824","0.728","0.728","0.728","0.847","0.847","0.847","0.843","0.843","0.843","0.677","0.677","0.677","0.822","0.822","0.822","0.801","0.801","0.801","0.645","0.645","0.645"
"540","0.733","0.733","0.733","0.802","0.802","0.802","0.636","0.636","0.636","0.865","0.865","0.865","0.829","0.829","0.829","0.672","0.672","0.672","0.841","0.841","0.841","0.854","0.854","0.854","0.809","0.809","0.809","0.829","0.829","0.829","0.786","0.786","0.786","0.667","0.667","0.667"
"541","0.786","0.786","0.786","0.755","0.755","0.755","0.536","0.536","0.536","0.86","0.86","0.86","0.837","0.837","0.837","0.55","0.55","0.55","0.849","0.849","0.849","0.816","0.816","0.816","0.65","0.65","0.65","0.807","0.807","0.807","0.815","0.815","0.815","0.533","0.533","0.533"
"542","0.781","0.781","0.781","0.74","0.74","0.74","0.685","0.685","0.685","0.856","0.856","0.856","0.854","0.854","0.854","0.761","0.761","0.761","0.859","0.859","0.859","0.806","0.806","0.806","0.709","0.709","0.709","0.827","0.827","0.827","0.835","0.835","0.835","0.703","0.703","0.703"
"543","0.783","0.783","0.783","0.745","0.745","0.745","0.538","0.538","0.538","0.855","0.855","0.855","0.824","0.824","0.824","0.651","0.651","0.651","0.837","0.837","0.837","0.837","0.837","0.837","0.752","0.752","0.752","0.814","0.814","0.814","0.809","0.809","0.809","0.585","0.585","0.585"
"544","0.809","0.809","0.809","0.739","0.739","0.739","0.64","0.64","0.64","0.846","0.846","0.846","0.822","0.822","0.822","0.707","0.707","0.707","0.829","0.829","0.829","0.799","0.799","0.799","0.673","0.673","0.673","0.823","0.823","0.823","0.787","0.787","0.787","0.622","0.622","0.622"
"545","0.796","0.796","0.796","0.756","0.756","0.756","0.662","0.662","0.662","0.867","0.867","0.867","0.813","0.813","0.813","0.699","0.699","0.699","0.84","0.84","0.84","0.828","0.828","0.828","0.677","0.677","0.677","0.816","0.816","0.816","0.789","0.789","0.789","0.64","0.64","0.64"
"546","0.789","0.789","0.789","0.731","0.731","0.731","0.687","0.687","0.687","0.863","0.863","0.863","0.847","0.847","0.847","0.821","0.821","0.821","0.823","0.823","0.823","0.794","0.794","0.794","0.67","0.67","0.67","0.811","0.811","0.811","0.82","0.82","0.82","0.739","0.739","0.739"
"547","0.775","0.775","0.775","0.756","0.756","0.756","0.7","0.7","0.7","0.85","0.85","0.85","0.868","0.868","0.868","0.758","0.758","0.758","0.836","0.836","0.836","0.832","0.832","0.832","0.677","0.677","0.677","0.802","0.802","0.802","0.821","0.821","0.821","0.761","0.761","0.761"
"548","0.788","0.788","0.788","0.792","0.792","0.792","0.677","0.677","0.677","0.859","0.859","0.859","0.842","0.842","0.842","0.781","0.781","0.781","0.856","0.856","0.856","0.82","0.82","0.82","0.756","0.756","0.756","0.806","0.806","0.806","0.799","0.799","0.799","0.71","0.71","0.71"
"549","0.79","0.79","0.79","0.76","0.76","0.76","0.626","0.626","0.626","0.843","0.843","0.843","0.82","0.82","0.82","0.669","0.669","0.669","0.844","0.844","0.844","0.823","0.823","0.823","0.672","0.672","0.672","0.808","0.808","0.808","0.804","0.804","0.804","0.597","0.597","0.597"
"550","0.752","0.752","0.752","0.744","0.744","0.744","0.73","0.73","0.73","0.85","0.85","0.85","0.846","0.846","0.846","0.794","0.794","0.794","0.85","0.85","0.85","0.798","0.798","0.798","0.71","0.71","0.71","0.822","0.822","0.822","0.818","0.818","0.818","0.731","0.731","0.731"
"551","0.763","0.763","0.763","0.739","0.739","0.739","0.59","0.59","0.59","0.873","0.873","0.873","0.829","0.829","0.829","0.673","0.673","0.673","0.83","0.83","0.83","0.817","0.817","0.817","0.766","0.766","0.766","0.818","0.818","0.818","0.802","0.802","0.802","0.607","0.607","0.607"
"552","0.782","0.782","0.782","0.753","0.753","0.753","0.75","0.75","0.75","0.841","0.841","0.841","0.832","0.832","0.832","0.754","0.754","0.754","0.82","0.82","0.82","0.816","0.816","0.816","0.719","0.719","0.719","0.807","0.807","0.807","0.806","0.806","0.806","0.784","0.784","0.784"
"553","0.789","0.789","0.789","0.771","0.771","0.771","0.685","0.685","0.685","0.838","0.838","0.838","0.839","0.839","0.839","0.774","0.774","0.774","0.818","0.818","0.818","0.829","0.829","0.829","0.793","0.793","0.793","0.807","0.807","0.807","0.791","0.791","0.791","0.686","0.686","0.686"
"554","0.756","0.756","0.756","0.78","0.78","0.78","0.634","0.634","0.634","0.851","0.851","0.851","0.842","0.842","0.842","0.762","0.762","0.762","0.824","0.824","0.824","0.82","0.82","0.82","0.771","0.771","0.771","0.811","0.811","0.811","0.818","0.818","0.818","0.694","0.694","0.694"
"555","0.754","0.754","0.754","0.741","0.741","0.741","0.707","0.707","0.707","0.859","0.859","0.859","0.85","0.85","0.85","0.766","0.766","0.766","0.845","0.845","0.845","0.825","0.825","0.825","0.708","0.708","0.708","0.814","0.814","0.814","0.818","0.818","0.818","0.667","0.667","0.667"
"556","0.786","0.786","0.786","0.773","0.773","0.773","0.663","0.663","0.663","0.856","0.856","0.856","0.843","0.843","0.843","0.711","0.711","0.711","0.83","0.83","0.83","0.829","0.829","0.829","0.735","0.735","0.735","0.802","0.802","0.802","0.81","0.81","0.81","0.707","0.707","0.707"
"557","0.766","0.766","0.766","0.783","0.783","0.783","0.642","0.642","0.642","0.848","0.848","0.848","0.824","0.824","0.824","0.716","0.716","0.716","0.805","0.805","0.805","0.848","0.848","0.848","0.748","0.748","0.748","0.829","0.829","0.829","0.793","0.793","0.793","0.708","0.708","0.708"
"558","0.762","0.762","0.762","0.703","0.703","0.703","0.662","0.662","0.662","0.835","0.835","0.835","0.833","0.833","0.833","0.735","0.735","0.735","0.841","0.841","0.841","0.795","0.795","0.795","0.761","0.761","0.761","0.799","0.799","0.799","0.817","0.817","0.817","0.647","0.647","0.647"
"559","0.783","0.783","0.783","0.757","0.757","0.757","0.655","0.655","0.655","0.852","0.852","0.852","0.832","0.832","0.832","0.748","0.748","0.748","0.841","0.841","0.841","0.828","0.828","0.828","0.795","0.795","0.795","0.813","0.813","0.813","0.822","0.822","0.822","0.628","0.628","0.628"
"560","0.791","0.791","0.791","0.724","0.724","0.724","0.626","0.626","0.626","0.838","0.838","0.838","0.821","0.821","0.821","0.7","0.7","0.7","0.838","0.838","0.838","0.809","0.809","0.809","0.68","0.68","0.68","0.809","0.809","0.809","0.804","0.804","0.804","0.692","0.692","0.692"
"561","0.786","0.786","0.786","0.763","0.763","0.763","0.598","0.598","0.598","0.872","0.872","0.872","0.848","0.848","0.848","0.64","0.64","0.64","0.85","0.85","0.85","0.834","0.834","0.834","0.686","0.686","0.686","0.821","0.821","0.821","0.823","0.823","0.823","0.66","0.66","0.66"
"562","0.787","0.787","0.787","0.749","0.749","0.749","0.579","0.579","0.579","0.856","0.856","0.856","0.829","0.829","0.829","0.739","0.739","0.739","0.832","0.832","0.832","0.824","0.824","0.824","0.752","0.752","0.752","0.823","0.823","0.823","0.792","0.792","0.792","0.596","0.596","0.596"
"563","0.791","0.791","0.791","0.775","0.775","0.775","0.588","0.588","0.588","0.85","0.85","0.85","0.837","0.837","0.837","0.708","0.708","0.708","0.823","0.823","0.823","0.838","0.838","0.838","0.659","0.659","0.659","0.838","0.838","0.838","0.804","0.804","0.804","0.625","0.625","0.625"
"564","0.761","0.761","0.761","0.745","0.745","0.745","0.665","0.665","0.665","0.844","0.844","0.844","0.821","0.821","0.821","0.719","0.719","0.719","0.838","0.838","0.838","0.844","0.844","0.844","0.706","0.706","0.706","0.839","0.839","0.839","0.826","0.826","0.826","0.676","0.676","0.676"
"565","0.787","0.787","0.787","0.768","0.768","0.768","0.563","0.563","0.563","0.843","0.843","0.843","0.832","0.832","0.832","0.606","0.606","0.606","0.823","0.823","0.823","0.817","0.817","0.817","0.628","0.628","0.628","0.844","0.844","0.844","0.789","0.789","0.789","0.603","0.603","0.603"
"566","0.779","0.779","0.779","0.746","0.746","0.746","0.559","0.559","0.559","0.854","0.854","0.854","0.837","0.837","0.837","0.708","0.708","0.708","0.839","0.839","0.839","0.808","0.808","0.808","0.633","0.633","0.633","0.813","0.813","0.813","0.804","0.804","0.804","0.661","0.661","0.661"
"567","0.803","0.803","0.803","0.789","0.789","0.789","0.705","0.705","0.705","0.872","0.872","0.872","0.833","0.833","0.833","0.701","0.701","0.701","0.853","0.853","0.853","0.852","0.852","0.852","0.694","0.694","0.694","0.834","0.834","0.834","0.806","0.806","0.806","0.681","0.681","0.681"
"568","0.761","0.761","0.761","0.754","0.754","0.754","0.68","0.68","0.68","0.827","0.827","0.827","0.855","0.855","0.855","0.765","0.765","0.765","0.831","0.831","0.831","0.829","0.829","0.829","0.749","0.749","0.749","0.804","0.804","0.804","0.817","0.817","0.817","0.736","0.736","0.736"
"569","0.781","0.781","0.781","0.739","0.739","0.739","0.605","0.605","0.605","0.858","0.858","0.858","0.827","0.827","0.827","0.704","0.704","0.704","0.843","0.843","0.843","0.817","0.817","0.817","0.648","0.648","0.648","0.842","0.842","0.842","0.801","0.801","0.801","0.652","0.652","0.652"
"570","0.796","0.796","0.796","0.794","0.794","0.794","0.604","0.604","0.604","0.856","0.856","0.856","0.85","0.85","0.85","0.672","0.672","0.672","0.863","0.863","0.863","0.844","0.844","0.844","0.711","0.711","0.711","0.841","0.841","0.841","0.808","0.808","0.808","0.629","0.629","0.629"
"571","0.781","0.781","0.781","0.772","0.772","0.772","0.583","0.583","0.583","0.862","0.862","0.862","0.832","0.832","0.832","0.74","0.74","0.74","0.849","0.849","0.849","0.826","0.826","0.826","0.721","0.721","0.721","0.805","0.805","0.805","0.799","0.799","0.799","0.651","0.651","0.651"
"572","0.781","0.781","0.781","0.782","0.782","0.782","0.724","0.724","0.724","0.862","0.862","0.862","0.832","0.832","0.832","0.793","0.793","0.793","0.845","0.845","0.845","0.84","0.84","0.84","0.802","0.802","0.802","0.838","0.838","0.838","0.814","0.814","0.814","0.726","0.726","0.726"
"573","0.789","0.789","0.789","0.758","0.758","0.758","0.744","0.744","0.744","0.854","0.854","0.854","0.837","0.837","0.837","0.802","0.802","0.802","0.842","0.842","0.842","0.817","0.817","0.817","0.749","0.749","0.749","0.814","0.814","0.814","0.798","0.798","0.798","0.766","0.766","0.766"
"574","0.762","0.762","0.762","0.717","0.717","0.717","0.561","0.561","0.561","0.862","0.862","0.862","0.823","0.823","0.823","0.699","0.699","0.699","0.836","0.836","0.836","0.825","0.825","0.825","0.769","0.769","0.769","0.826","0.826","0.826","0.811","0.811","0.811","0.606","0.606","0.606"
"575","0.779","0.779","0.779","0.735","0.735","0.735","0.639","0.639","0.639","0.838","0.838","0.838","0.835","0.835","0.835","0.727","0.727","0.727","0.839","0.839","0.839","0.811","0.811","0.811","0.798","0.798","0.798","0.795","0.795","0.795","0.811","0.811","0.811","0.688","0.688","0.688"
"576","0.764","0.764","0.764","0.776","0.776","0.776","0.596","0.596","0.596","0.854","0.854","0.854","0.836","0.836","0.836","0.698","0.698","0.698","0.835","0.835","0.835","0.852","0.852","0.852","0.7","0.7","0.7","0.829","0.829","0.829","0.788","0.788","0.788","0.632","0.632","0.632"
"577","0.787","0.787","0.787","0.735","0.735","0.735","0.716","0.716","0.716","0.846","0.846","0.846","0.84","0.84","0.84","0.748","0.748","0.748","0.831","0.831","0.831","0.801","0.801","0.801","0.703","0.703","0.703","0.815","0.815","0.815","0.797","0.797","0.797","0.723","0.723","0.723"
"578","0.781","0.781","0.781","0.751","0.751","0.751","0.737","0.737","0.737","0.869","0.869","0.869","0.845","0.845","0.845","0.806","0.806","0.806","0.854","0.854","0.854","0.827","0.827","0.827","0.691","0.691","0.691","0.819","0.819","0.819","0.822","0.822","0.822","0.783","0.783","0.783"
"579","0.79","0.79","0.79","0.75","0.75","0.75","0.606","0.606","0.606","0.86","0.86","0.86","0.841","0.841","0.841","0.703","0.703","0.703","0.843","0.843","0.843","0.811","0.811","0.811","0.713","0.713","0.713","0.818","0.818","0.818","0.814","0.814","0.814","0.682","0.682","0.682"
"580","0.777","0.777","0.777","0.742","0.742","0.742","0.699","0.699","0.699","0.856","0.856","0.856","0.839","0.839","0.839","0.677","0.677","0.677","0.843","0.843","0.843","0.795","0.795","0.795","0.778","0.778","0.778","0.806","0.806","0.806","0.803","0.803","0.803","0.694","0.694","0.694"
"581","0.795","0.795","0.795","0.782","0.782","0.782","0.562","0.562","0.562","0.842","0.842","0.842","0.847","0.847","0.847","0.697","0.697","0.697","0.851","0.851","0.851","0.854","0.854","0.854","0.74","0.74","0.74","0.834","0.834","0.834","0.821","0.821","0.821","0.646","0.646","0.646"
"582","0.781","0.781","0.781","0.767","0.767","0.767","0.606","0.606","0.606","0.852","0.852","0.852","0.819","0.819","0.819","0.698","0.698","0.698","0.853","0.853","0.853","0.835","0.835","0.835","0.763","0.763","0.763","0.831","0.831","0.831","0.805","0.805","0.805","0.645","0.645","0.645"
"583","0.787","0.787","0.787","0.734","0.734","0.734","0.631","0.631","0.631","0.857","0.857","0.857","0.831","0.831","0.831","0.705","0.705","0.705","0.849","0.849","0.849","0.824","0.824","0.824","0.612","0.612","0.612","0.814","0.814","0.814","0.808","0.808","0.808","0.642","0.642","0.642"
"584","0.773","0.773","0.773","0.755","0.755","0.755","0.703","0.703","0.703","0.867","0.867","0.867","0.819","0.819","0.819","0.72","0.72","0.72","0.824","0.824","0.824","0.816","0.816","0.816","0.735","0.735","0.735","0.824","0.824","0.824","0.795","0.795","0.795","0.691","0.691","0.691"
"585","0.774","0.774","0.774","0.767","0.767","0.767","0.699","0.699","0.699","0.857","0.857","0.857","0.85","0.85","0.85","0.781","0.781","0.781","0.844","0.844","0.844","0.819","0.819","0.819","0.631","0.631","0.631","0.815","0.815","0.815","0.812","0.812","0.812","0.72","0.72","0.72"
"586","0.764","0.764","0.764","0.761","0.761","0.761","0.582","0.582","0.582","0.866","0.866","0.866","0.83","0.83","0.83","0.703","0.703","0.703","0.86","0.86","0.86","0.833","0.833","0.833","0.764","0.764","0.764","0.822","0.822","0.822","0.771","0.771","0.771","0.627","0.627","0.627"
"587","0.773","0.773","0.773","0.749","0.749","0.749","0.541","0.541","0.541","0.85","0.85","0.85","0.81","0.81","0.81","0.668","0.668","0.668","0.833","0.833","0.833","0.814","0.814","0.814","0.652","0.652","0.652","0.813","0.813","0.813","0.798","0.798","0.798","0.547","0.547","0.547"
"588","0.8","0.8","0.8","0.774","0.774","0.774","0.643","0.643","0.643","0.846","0.846","0.846","0.797","0.797","0.797","0.74","0.74","0.74","0.839","0.839","0.839","0.852","0.852","0.852","0.702","0.702","0.702","0.829","0.829","0.829","0.798","0.798","0.798","0.69","0.69","0.69"
"589","0.779","0.779","0.779","0.77","0.77","0.77","0.579","0.579","0.579","0.878","0.878","0.878","0.837","0.837","0.837","0.691","0.691","0.691","0.832","0.832","0.832","0.845","0.845","0.845","0.693","0.693","0.693","0.821","0.821","0.821","0.81","0.81","0.81","0.544","0.544","0.544"
"590","0.81","0.81","0.81","0.778","0.778","0.778","0.686","0.686","0.686","0.859","0.859","0.859","0.851","0.851","0.851","0.717","0.717","0.717","0.838","0.838","0.838","0.823","0.823","0.823","0.732","0.732","0.732","0.824","0.824","0.824","0.814","0.814","0.814","0.705","0.705","0.705"
"591","0.79","0.79","0.79","0.793","0.793","0.793","0.629","0.629","0.629","0.835","0.835","0.835","0.85","0.85","0.85","0.724","0.724","0.724","0.851","0.851","0.851","0.848","0.848","0.848","0.739","0.739","0.739","0.811","0.811","0.811","0.819","0.819","0.819","0.643","0.643","0.643"
"592","0.814","0.814","0.814","0.753","0.753","0.753","0.604","0.604","0.604","0.829","0.829","0.829","0.834","0.834","0.834","0.681","0.681","0.681","0.826","0.826","0.826","0.83","0.83","0.83","0.667","0.667","0.667","0.844","0.844","0.844","0.785","0.785","0.785","0.66","0.66","0.66"
"593","0.778","0.778","0.778","0.753","0.753","0.753","0.603","0.603","0.603","0.822","0.822","0.822","0.824","0.824","0.824","0.705","0.705","0.705","0.855","0.855","0.855","0.84","0.84","0.84","0.67","0.67","0.67","0.827","0.827","0.827","0.81","0.81","0.81","0.653","0.653","0.653"
"594","0.783","0.783","0.783","0.774","0.774","0.774","0.613","0.613","0.613","0.842","0.842","0.842","0.831","0.831","0.831","0.74","0.74","0.74","0.83","0.83","0.83","0.838","0.838","0.838","0.69","0.69","0.69","0.812","0.812","0.812","0.811","0.811","0.811","0.658","0.658","0.658"
"595","0.79","0.79","0.79","0.807","0.807","0.807","0.628","0.628","0.628","0.848","0.848","0.848","0.847","0.847","0.847","0.665","0.665","0.665","0.825","0.825","0.825","0.858","0.858","0.858","0.733","0.733","0.733","0.833","0.833","0.833","0.808","0.808","0.808","0.697","0.697","0.697"
"596","0.771","0.771","0.771","0.769","0.769","0.769","0.669","0.669","0.669","0.851","0.851","0.851","0.851","0.851","0.851","0.761","0.761","0.761","0.827","0.827","0.827","0.841","0.841","0.841","0.681","0.681","0.681","0.808","0.808","0.808","0.809","0.809","0.809","0.704","0.704","0.704"
"597","0.781","0.781","0.781","0.778","0.778","0.778","0.599","0.599","0.599","0.855","0.855","0.855","0.85","0.85","0.85","0.7","0.7","0.7","0.852","0.852","0.852","0.836","0.836","0.836","0.796","0.796","0.796","0.826","0.826","0.826","0.818","0.818","0.818","0.649","0.649","0.649"
"598","0.748","0.748","0.748","0.75","0.75","0.75","0.629","0.629","0.629","0.836","0.836","0.836","0.828","0.828","0.828","0.721","0.721","0.721","0.833","0.833","0.833","0.805","0.805","0.805","0.661","0.661","0.661","0.821","0.821","0.821","0.821","0.821","0.821","0.688","0.688","0.688"
"599","0.772","0.772","0.772","0.736","0.736","0.736","0.584","0.584","0.584","0.847","0.847","0.847","0.83","0.83","0.83","0.671","0.671","0.671","0.852","0.852","0.852","0.825","0.825","0.825","0.693","0.693","0.693","0.804","0.804","0.804","0.81","0.81","0.81","0.605","0.605","0.605"
"600","0.781","0.781","0.781","0.752","0.752","0.752","0.638","0.638","0.638","0.859","0.859","0.859","0.842","0.842","0.842","0.707","0.707","0.707","0.85","0.85","0.85","0.819","0.819","0.819","0.725","0.725","0.725","0.825","0.825","0.825","0.819","0.819","0.819","0.643","0.643","0.643"
"601","0.788","0.788","0.788","0.747","0.747","0.747","0.52","0.52","0.52","0.849","0.849","0.849","0.814","0.814","0.814","0.712","0.712","0.712","0.843","0.843","0.843","0.841","0.841","0.841","0.723","0.723","0.723","0.815","0.815","0.815","0.799","0.799","0.799","0.582","0.582","0.582"
"602","0.781","0.781","0.781","0.752","0.752","0.752","0.641","0.641","0.641","0.849","0.849","0.849","0.843","0.843","0.843","0.742","0.742","0.742","0.842","0.842","0.842","0.812","0.812","0.812","0.712","0.712","0.712","0.806","0.806","0.806","0.801","0.801","0.801","0.627","0.627","0.627"
"603","0.773","0.773","0.773","0.739","0.739","0.739","0.68","0.68","0.68","0.857","0.857","0.857","0.861","0.861","0.861","0.75","0.75","0.75","0.845","0.845","0.845","0.801","0.801","0.801","0.683","0.683","0.683","0.818","0.818","0.818","0.822","0.822","0.822","0.659","0.659","0.659"
"604","0.776","0.776","0.776","0.788","0.788","0.788","0.701","0.701","0.701","0.838","0.838","0.838","0.833","0.833","0.833","0.739","0.739","0.739","0.839","0.839","0.839","0.84","0.84","0.84","0.631","0.631","0.631","0.815","0.815","0.815","0.784","0.784","0.784","0.711","0.711","0.711"
"605","0.792","0.792","0.792","0.705","0.705","0.705","0.649","0.649","0.649","0.855","0.855","0.855","0.843","0.843","0.843","0.737","0.737","0.737","0.838","0.838","0.838","0.809","0.809","0.809","0.663","0.663","0.663","0.813","0.813","0.813","0.821","0.821","0.821","0.649","0.649","0.649"
"606","0.803","0.803","0.803","0.762","0.762","0.762","0.591","0.591","0.591","0.859","0.859","0.859","0.841","0.841","0.841","0.691","0.691","0.691","0.843","0.843","0.843","0.823","0.823","0.823","0.762","0.762","0.762","0.806","0.806","0.806","0.818","0.818","0.818","0.641","0.641","0.641"
"607","0.767","0.767","0.767","0.759","0.759","0.759","0.581","0.581","0.581","0.848","0.848","0.848","0.827","0.827","0.827","0.658","0.658","0.658","0.819","0.819","0.819","0.814","0.814","0.814","0.683","0.683","0.683","0.818","0.818","0.818","0.816","0.816","0.816","0.601","0.601","0.601"
"608","0.783","0.783","0.783","0.791","0.791","0.791","0.584","0.584","0.584","0.854","0.854","0.854","0.804","0.804","0.804","0.715","0.715","0.715","0.846","0.846","0.846","0.853","0.853","0.853","0.749","0.749","0.749","0.831","0.831","0.831","0.78","0.78","0.78","0.579","0.579","0.579"
"609","0.784","0.784","0.784","0.761","0.761","0.761","0.573","0.573","0.573","0.856","0.856","0.856","0.833","0.833","0.833","0.681","0.681","0.681","0.848","0.848","0.848","0.82","0.82","0.82","0.732","0.732","0.732","0.837","0.837","0.837","0.798","0.798","0.798","0.666","0.666","0.666"
"610","0.803","0.803","0.803","0.805","0.805","0.805","0.634","0.634","0.634","0.868","0.868","0.868","0.854","0.854","0.854","0.756","0.756","0.756","0.85","0.85","0.85","0.849","0.849","0.849","0.752","0.752","0.752","0.828","0.828","0.828","0.827","0.827","0.827","0.664","0.664","0.664"
"611","0.757","0.757","0.757","0.772","0.772","0.772","0.609","0.609","0.609","0.858","0.858","0.858","0.845","0.845","0.845","0.726","0.726","0.726","0.849","0.849","0.849","0.846","0.846","0.846","0.679","0.679","0.679","0.824","0.824","0.824","0.823","0.823","0.823","0.636","0.636","0.636"
"612","0.787","0.787","0.787","0.771","0.771","0.771","0.646","0.646","0.646","0.851","0.851","0.851","0.853","0.853","0.853","0.738","0.738","0.738","0.845","0.845","0.845","0.835","0.835","0.835","0.767","0.767","0.767","0.82","0.82","0.82","0.818","0.818","0.818","0.651","0.651","0.651"
"613","0.776","0.776","0.776","0.78","0.78","0.78","0.701","0.701","0.701","0.846","0.846","0.846","0.838","0.838","0.838","0.789","0.789","0.789","0.824","0.824","0.824","0.84","0.84","0.84","0.713","0.713","0.713","0.832","0.832","0.832","0.825","0.825","0.825","0.699","0.699","0.699"
